,text,n_word,start_pos,end_pos,label,source_index,category
505,Lorentz,1,16404,16411,PERSON,1,Physics
506,TNO,1,16628,16631,ORG,1,Physics
507,the Netherlands Organisation for Applied Scientific Research,7,16633,16693,ORG,1,Physics
508,Lorentz,1,16695,16702,PERSON,1,Physics
509,Dutch,1,16725,16730,NORP,1,Physics
510,Afsluitdijk,1,16812,16823,PRODUCT,1,Physics
511,Enclosure Dam,2,16825,16838,LOC,1,Physics
512,Waddenzee,1,16881,16890,GPE,1,Physics
513,Afsluitdijk,1,17012,17023,PRODUCT,1,Physics
514,Lorentz,1,17103,17110,PERSON,1,Physics
515,Lorentz,1,17211,17218,PERSON,1,Physics
516,the period 1918 till 1926,5,17294,17319,DATE,1,Physics
517,Lorentz,1,17321,17328,PERSON,1,Physics
518,Lorentz,1,17382,17389,PERSON,1,Physics
519,one,1,17554,17557,CARDINAL,1,Physics
520,Waddenzee,1,17602,17611,GPE,1,Physics
521,Afsluitdijk,1,17617,17628,PRODUCT,1,Physics
522,1932,1,17646,17650,DATE,1,Physics
523,Lorentz,1,17675,17682,PERSON,1,Physics
524,One,1,17739,17742,CARDINAL,1,Physics
525,two,1,17750,17753,CARDINAL,1,Physics
526,Afsluitdijk,1,17775,17786,PERSON,1,Physics
527,1881,1,17833,17837,DATE,1,Physics
528,Lorentz,1,17839,17846,PERSON,1,Physics
529,Aletta Catharina Kaiser,3,17855,17878,PERSON,1,Physics
530,J.W. Kaiser,2,17895,17906,PERSON,1,Physics
531,the Academy of Fine Arts,5,17923,17947,ORG,1,Physics
532,Rijksmuseum (National Gallery,3,18017,18046,FAC,1,Physics
533,first,1,18081,18086,ORDINAL,1,Physics
534,Netherlands,1,18109,18120,GPE,1,Physics
535,two,1,18133,18136,CARDINAL,1,Physics
536,one,1,18152,18155,CARDINAL,1,Physics
537,Geertruida Luberta Lorentz,3,18184,18210,PERSON,1,Physics
538,Wander Johannes de Haas,4,18272,18295,PERSON,1,Physics
539,the Cryogenic Laboratory,3,18321,18345,ORG,1,Physics
540,the University of Leiden,4,18349,18373,ORG,1,Physics
541,January 1928,2,18394,18406,DATE,1,Physics
542,Lorentz,1,18408,18415,PERSON,1,Physics
543,4 February,2,18464,18474,DATE,1,Physics
544,Netherlands,1,18516,18527,GPE,1,Physics
545,Owen Willans Richardson's,3,18545,18570,PERSON,1,Physics
546,Haarlem,1,18626,18633,GPE,1,Physics
547,noon,1,18637,18641,TIME,1,Physics
548,"Friday, February 10",3,18645,18664,DATE,1,Physics
549,twelve,1,18683,18689,CARDINAL,1,Physics
550,State,1,18694,18699,ORG,1,Physics
551,Holland,1,18736,18743,GPE,1,Physics
552,three minutes,2,18763,18776,TIME,1,Physics
553,Netherlands,1,18822,18833,GPE,1,Physics
554,Ernest Rutherford,2,18967,18984,PERSON,1,Physics
555,the Royal Society,3,18998,19015,ORG,1,Physics
556,1928,1,19074,19078,DATE,1,Physics
557,ten,1,19151,19154,CARDINAL,1,Physics
558,at least four,3,19225,19238,CARDINAL,1,Physics
559,the Grote Markt,3,19277,19292,FAC,1,Physics
560,Haarlem,1,19294,19301,GPE,1,Physics
561,Zijlstraat,1,19312,19322,GPE,1,Physics
562,Smedestraat,1,19330,19341,GPE,1,Physics
563,the Grote Houtstraat,3,19371,19391,FAC,1,Physics
564,Barteljorisstraat,1,19404,19421,LOC,1,Physics
565,"the ""Algemene Begraafplaats""",3,19437,19465,FAC,1,Physics
566,Kleverlaan,1,19473,19483,GPE,1,Physics
567,Haarlem,1,19494,19501,GPE,1,Physics
568,YouTube,1,19535,19542,PRODUCT,1,Physics
569,Albert Einstein,2,19588,19603,PERSON,1,Physics
570,Marie Curie,2,19608,19619,PERSON,1,Physics
571,Lorentz,1,19636,19643,PERSON,1,Physics
572,Second,1,19699,19705,ORDINAL,1,Physics
573,several decades,2,19737,19752,DATE,1,Physics
574,1900,1,19765,19769,DATE,1,Physics
575,Netherlands,1,19818,19829,GPE,1,Physics
576,Richardson,1,19831,19841,PERSON,1,Physics
577,Lorentz,1,19852,19859,PERSON,1,Physics
578,M. J. Klein,3,20524,20535,PERSON,1,Physics
579,1967,1,20537,20541,DATE,1,Physics
580,Lorentz's,1,20552,20561,PERSON,1,Physics
581,1920s,1,20580,20585,DATE,1,Physics
582,many years,2,20592,20602,DATE,1,Physics
583,Lorentz,1,20650,20657,PERSON,1,Physics
584,seventy-two,1,20722,20733,DATE,1,Physics
585,the Nobel prize,3,20778,20793,WORK_OF_ART,1,Physics
586,Lorentz,1,20795,20802,PERSON,1,Physics
587,Royal Society,2,20898,20911,ORG,1,Physics
588,ForMemRS,1,20913,20921,ORG,1,Physics
589,1905,1,20926,20930,DATE,1,Physics
590,Society,1,20936,20943,ORG,1,Physics
591,Rumford Medal,2,20962,20975,WORK_OF_ART,1,Physics
592,1908,1,20979,20983,DATE,1,Physics
593,Copley Medal,2,20994,21006,WORK_OF_ART,1,Physics
594,1918,1,21010,21014,DATE,1,Physics
595,the Netherlands Chemical Society,4,21053,21085,ORG,1,Physics
596,1912,1,21089,21093,DATE,1,Physics
597,the American Philosophical Society,4,21129,21163,ORG,1,Physics
598,the United States National Academy of Sciences,7,21165,21211,ORG,1,Physics
599,the American Academy of Arts and Sciences,7,21217,21258,ORG,1,Physics
600,Lorentz,1,21338,21345,PERSON,1,Physics
601,English,1,21357,21364,LANGUAGE,1,Physics
602,the Royal Netherlands Academy of Arts and Science,8,21421,21470,ORG,1,Physics
603,Amsterdam,1,21472,21481,GPE,1,Physics
604,Lorentz,1,21483,21490,PERSON,1,Physics
605,Hendrik Antoon,2,21492,21506,PERSON,1,Physics
606,1900,1,21508,21512,DATE,1,Physics
607,"Considerations on Gravitation"", Proc. Acad",5,21516,21558,WORK_OF_ART,1,Physics
608,Science Amsterdam,2,21560,21577,ORG,1,Physics
609,2,1,21579,21580,CARDINAL,1,Physics
610,559,1,21582,21585,CARDINAL,1,Physics
611,"74
Lorentz, Hendrik Antoon",3,21586,21612,WORK_OF_ART,1,Physics
612,1927,1,21614,21618,DATE,1,Physics
613,1931,1,21619,21623,DATE,1,Physics
614,Lectures on Theoretical Physics,4,21626,21657,WORK_OF_ART,1,Physics
615,I–III,1,21664,21669,WORK_OF_ART,1,Physics
616,New York,2,21672,21680,GPE,1,Physics
617,Macmillan & Co.,3,21682,21697,ORG,1,Physics
618,de Haas-Lorentz,2,21744,21759,PERSON,1,Physics
619,Geertruida L.,2,21761,21774,PERSON,1,Physics
620,Fagginger Auer,2,21776,21790,PERSON,1,Physics
621,Joh. C.,2,21792,21799,WORK_OF_ART,1,Physics
622,1957,1,21810,21814,DATE,1,Physics
623,H.A. Lorentz,2,21817,21829,PERSON,1,Physics
624,Amsterdam,1,21865,21874,GPE,1,Physics
625,North-Holland Pub.,2,21876,21894,ORG,1,Physics
626,"Co.
Langevin, Paul",2,21895,21913,ORG,1,Physics
627,1911,1,21915,21919,DATE,1,Physics
628,"L'évolution de l'espace et du temps""",6,21923,21959,WORK_OF_ART,1,Physics
629,"Scientia, X: 31–54
Poincaré",3,21961,21988,WORK_OF_ART,1,Physics
630,Henri,1,21990,21995,PERSON,1,Physics
631,1900,1,21997,22001,DATE,1,Physics
632,"La théorie de Lorentz et le principe de réaction""",9,22005,22054,FAC,1,Physics
633,253,1,22118,22121,CARDINAL,1,Physics
634,78,1,22122,22124,CARDINAL,1,Physics
635,English,1,22129,22136,LANGUAGE,1,Physics
636,Poincaré,1,22150,22158,PERSON,1,Physics
637,Henri,1,22160,22165,PERSON,1,Physics
638,1902,1,22167,22171,DATE,1,Physics
639,La science et l'hypothèse,4,22174,22199,WORK_OF_ART,1,Physics
640,Paris,1,22201,22206,GPE,1,Physics
641,Ernest Flammarion,2,22208,22225,PERSON,1,Physics
642,English,1,22260,22267,LANGUAGE,1,Physics
643,Poincaré,1,22281,22289,PERSON,1,Physics
644,Henri,1,22291,22296,PERSON,1,Physics
645,1952,1,22298,22302,DATE,1,Physics
646,Science,1,22305,22312,WORK_OF_ART,1,Physics
647,New York: Dover Publications,4,22329,22357,WORK_OF_ART,1,Physics
648,175,1,22362,22365,CARDINAL,1,Physics
649,"Poincaré, Henri",2,22367,22382,WORK_OF_ART,1,Physics
650,1913,1,22384,22388,DATE,1,Physics
651,Dernières pensées,2,22391,22408,WORK_OF_ART,1,Physics
652,Paris: Ernest Flammarion,3,22410,22434,WORK_OF_ART,1,Physics
653,English,1,22483,22490,LANGUAGE,1,Physics
654,Poincaré,1,22505,22513,PERSON,1,Physics
655,Henri,1,22515,22520,PERSON,1,Physics
656,Bolduc,1,22522,22528,PERSON,1,Physics
657,John W.,2,22530,22537,PERSON,1,Physics
658,1963,1,22548,22552,DATE,1,Physics
659,New York: Dover Publications,4,22593,22621,WORK_OF_ART,1,Physics
660,Sri Kantha,2,22629,22639,PERSON,1,Physics
661,S. Einstein,2,22641,22652,PERSON,1,Physics
662,Lorentz,1,22657,22664,PERSON,1,Physics
663,13 July 1995,3,22674,22686,DATE,1,Physics
664,376,1,22688,22691,CARDINAL,1,Physics
665,111,1,22693,22696,CARDINAL,1,Physics
666,Hendrik Lorentz,2,22753,22768,PERSON,1,Physics
667,"Wikiquote
 Media",2,22772,22788,WORK_OF_ART,1,Physics
668,Hendrik Antoon Lorentz,3,22800,22822,PERSON,1,Physics
669,"Wikimedia Commons
Scanned",2,22826,22851,ORG,1,Physics
670,H. A. Lorentz,3,22868,22881,PERSON,1,Physics
671,Lorentz,1,22922,22929,PERSON,1,Physics
672,Hendrik Lorentz,2,22931,22946,PERSON,1,Physics
673,"Nobelprize.org 
Works",2,22950,22971,WORK_OF_ART,1,Physics
674,Hendrik Antoon Lorentz,3,22975,22997,PERSON,1,Physics
675,"Project Gutenberg
Works",2,23001,23024,ORG,1,Physics
676,Hendrik Lorentz,2,23037,23052,PERSON,1,Physics
677,"Internet Archive
Works",2,23056,23078,ORG,1,Physics
678,Hendrik Lorentz,2,23082,23097,PERSON,1,Physics
679,LibriVox,1,23101,23109,WORK_OF_ART,1,Physics
680,"Beenakker, Carlo, Lorentz",3,23139,23164,ORG,1,Physics
681,Zuiderzee,1,23173,23182,LOC,1,Physics
682,Leiden,1,23192,23198,GPE,1,Physics
683,Netherlands,1,23205,23216,GPE,1,Physics
684,Instituut Lorentz,2,23219,23236,ORG,1,Physics
685,"University of Leiden
van Helden",4,23238,23269,ORG,1,Physics
686,Albert,1,23271,23277,PERSON,1,Physics
687,1999,1,23279,23283,DATE,1,Physics
688,Hendrik Antoon Lorentz 1853,4,23287,23314,PERSON,1,Physics
689,1928,1,23315,23319,DATE,1,Physics
690,van Berkel,2,23325,23335,GPE,1,Physics
691,Klaas,1,23337,23342,GPE,1,Physics
692,van Helden,2,23344,23354,PERSON,1,Physics
693,Albert,1,23356,23362,PERSON,1,Physics
694,"Palm, Lodewijk",2,23364,23378,WORK_OF_ART,1,Physics
695,"A History of Science in The Netherlands: Survey, Themes and Reference, Leiden",12,23387,23464,WORK_OF_ART,1,Physics
696,Netherlands,1,23471,23482,GPE,1,Physics
697,Brill,1,23485,23490,ORG,1,Physics
698,514,1,23496,23499,CARDINAL,1,Physics
699,518,1,23500,23503,CARDINAL,1,Physics
700,O'Connor,1,23528,23536,PERSON,1,Physics
701,John J.,2,23538,23545,PERSON,1,Physics
702,Robertson,1,23547,23556,PERSON,1,Physics
703,Edmund F.,2,23558,23567,PERSON,1,Physics
704,Hendrik Lorentz,2,23569,23584,PERSON,1,Physics
705,MacTutor History of Mathematics,4,23586,23617,ORG,1,Physics
706,1 May 2008,3,23637,23647,DATE,1,Physics
707,"Movie of Lorentz's funeral
Newspaper",4,23648,23684,WORK_OF_ART,1,Physics
708,Hendrik Lorentz,2,23701,23716,PERSON,1,Physics
709,20th Century,2,23724,23736,DATE,1,Physics
710,Pieter Zeeman,2,0,13,PERSON,2,Physics
711,Dutch,1,15,20,NORP,2,Physics
712,25 May 1865,3,33,44,DATE,2,Physics
713,9 October 1943,3,47,61,DATE,2,Physics
714,Dutch,1,69,74,NORP,2,Physics
715,1902,1,100,104,DATE,2,Physics
716,Nobel Prize in Physics,4,105,127,WORK_OF_ART,2,Physics
717,Hendrik Lorentz,2,133,148,PERSON,2,Physics
718,Zeeman,1,174,180,PERSON,2,Physics
719,Pieter Zeeman,2,217,230,PERSON,2,Physics
720,Zonnemaire,1,243,253,GPE,2,Physics
721,Schouwen-Duiveland,1,285,303,GPE,2,Physics
722,Netherlands,1,305,316,GPE,2,Physics
723,Rev Catharinus Forandinus Zeeman,4,329,361,PERSON,2,Physics
724,the Dutch Reformed Church,4,377,402,ORG,2,Physics
725,Willemina Worst,2,418,433,PERSON,2,Physics
726,Pieter,1,435,441,PERSON,2,Physics
727,1883,1,491,495,DATE,2,Physics
728,Netherlands,1,547,558,GPE,2,Physics
729,Zeeman,1,560,566,PERSON,2,Physics
730,Zierikzee,1,605,614,GPE,2,Physics
731,Nature,1,685,691,WORK_OF_ART,2,Physics
732,Zeeman,1,775,781,PERSON,2,Physics
733,Zonnemaire,1,806,816,GPE,2,Physics
734,1883,1,850,854,DATE,2,Physics
735,Zeeman,1,856,862,PERSON,2,Physics
736,Delft,1,871,876,GPE,2,Physics
737,University,1,965,975,ORG,2,Physics
738,J.W. Lely,2,1005,1014,PERSON,2,Physics
739,Cornelis Lely,2,1061,1074,PERSON,2,Physics
740,the Zuiderzee Works,3,1131,1150,ORG,2,Physics
741,Delft,1,1161,1166,GPE,2,Physics
742,first,1,1171,1176,ORDINAL,2,Physics
743,Heike Kamerlingh Onnes,3,1181,1203,PERSON,2,Physics
744,Zeeman,1,1285,1291,PERSON,2,Physics
745,1885,1,1326,1330,DATE,2,Physics
746,the University of Leiden,4,1354,1378,ORG,2,Physics
747,Kamerlingh Onnes,2,1385,1401,PERSON,2,Physics
748,Hendrik Lorentz,2,1406,1421,PERSON,2,Physics
749,1890,1,1426,1430,DATE,2,Physics
750,Lorentz's,1,1476,1485,PERSON,2,Physics
751,Kerr,1,1560,1564,PERSON,2,Physics
752,1893,1,1576,1580,DATE,2,Physics
753,Kerr,1,1621,1625,PERSON,2,Physics
754,half a year,3,1735,1746,DATE,2,Physics
755,Friedrich Kohlrausch's institute,3,1750,1782,ORG,2,Physics
756,Strasbourg,1,1786,1796,GPE,2,Physics
757,1895,1,1801,1805,DATE,2,Physics
758,Strasbourg,1,1828,1838,GPE,2,Physics
759,Zeeman,1,1840,1846,PERSON,2,Physics
760,Privatdozent,1,1854,1866,ORG,2,Physics
761,Leiden,1,1897,1903,GPE,2,Physics
762,Johanna Elisabeth Lebret,3,1930,1954,PERSON,2,Physics
763,1873,1,1956,1960,DATE,2,Physics
764,1962,1,1961,1965,DATE,2,Physics
765,three,1,1977,1982,CARDINAL,2,Physics
766,one,1,1997,2000,CARDINAL,2,Physics
767,1896,1,2010,2014,DATE,2,Physics
768,Leiden,1,2043,2049,GPE,2,Physics
769,Amsterdam,1,2053,2062,GPE,2,Physics
770,Zeeman,1,2165,2171,PERSON,2,Physics
771,1902,1,2201,2205,DATE,2,Physics
772,Nobel Prize in Physics,4,2206,2228,WORK_OF_ART,2,Physics
773,Lorentz,1,2427,2434,PERSON,2,Physics
774,first,1,2435,2440,ORDINAL,2,Physics
775,Zeeman's,1,2453,2461,PERSON,2,Physics
776,Saturday 31 October 1896,4,2478,2502,DATE,2,Physics
777,the Royal Netherlands Academy of Arts and Sciences,8,2521,2571,ORG,2,Physics
778,Amsterdam,1,2575,2584,GPE,2,Physics
779,Kamerlingh Onnes,2,2627,2643,PERSON,2,Physics
780,The next Monday,3,2645,2660,DATE,2,Physics
781,Lorentz,1,2662,2669,PERSON,2,Physics
782,Zeeman,1,2677,2683,PERSON,2,Physics
783,Lorentz's,1,2768,2777,PERSON,2,Physics
784,Zeeman's,1,2833,2841,PRODUCT,2,Physics
785,Lorentz's,1,2887,2896,PERSON,2,Physics
786,Zeeman's,1,2995,3003,PERSON,2,Physics
787,Lorentz,1,3074,3081,PERSON,2,Physics
788,J. J. Thomson's,3,3237,3252,PERSON,2,Physics
789,Zeeman,1,3284,3290,PERSON,2,Physics
790,Amsterdam,1,3389,3398,GPE,2,Physics
791,Zeeman,1,3432,3438,PERSON,2,Physics
792,Amsterdam,1,3477,3486,GPE,2,Physics
793,autumn of 1896,3,3516,3530,DATE,2,Physics
794,1900,1,3535,3539,DATE,2,Physics
795,the University of Amsterdam,4,3603,3630,ORG,2,Physics
796,1902,1,3635,3639,DATE,2,Physics
797,Lorentz,1,3673,3680,PERSON,2,Physics
798,the Nobel Prize for Physics,5,3694,3721,WORK_OF_ART,2,Physics
799,Zeeman,1,3747,3753,PERSON,2,Physics
800,Five years later,3,3762,3778,DATE,2,Physics
801,1908,1,3783,3787,DATE,2,Physics
802,Van der Waals,3,3802,3815,PERSON,2,Physics
803,the Physics Institute,3,3850,3871,ORG,2,Physics
804,Amsterdam,1,3875,3884,GPE,2,Physics
805,1918,1,3889,3893,DATE,2,Physics
806,Some experiments on gravitation: The ratio of mass to weight,10,3908,3968,WORK_OF_ART,2,Physics
807,the Koninklijke Nederlandse Akademie van Wetenschappen,6,4032,4086,ORG,2,Physics
808,Amsterdam,1,4214,4223,GPE,2,Physics
809,1923,1,4227,4231,DATE,2,Physics
810,the Zeeman Laboratory,3,4244,4265,ORG,2,Physics
811,1940,1,4269,4273,DATE,2,Physics
812,Zeeman,1,4301,4307,PERSON,2,Physics
813,Zeeman,1,4347,4353,PERSON,2,Physics
814,Lorentz,1,4634,4641,PERSON,2,Physics
815,Albert Einstein,2,4646,4661,PERSON,2,Physics
816,Later years,2,4731,4742,DATE,2,Physics
817,1898,1,4749,4753,DATE,2,Physics
818,Zeeman,1,4754,4760,PERSON,2,Physics
819,the Royal Netherlands Academy of Arts and Sciences,8,4790,4840,ORG,2,Physics
820,Amsterdam,1,4844,4853,GPE,2,Physics
821,1912,1,4891,4895,DATE,2,Physics
822,1920,1,4899,4903,DATE,2,Physics
823,the Henry Draper Medal,4,4912,4934,WORK_OF_ART,2,Physics
824,1921,1,4938,4942,DATE,2,Physics
825,Honorary degrees,2,4973,4989,WORK_OF_ART,2,Physics
826,Zeeman,1,4991,4997,PERSON,2,Physics
827,Royal Society,2,5034,5047,ORG,2,Physics
828,ForMemRS,1,5049,5057,ORG,2,Physics
829,1921,1,5062,5066,DATE,2,Physics
830,1935,1,5097,5101,DATE,2,Physics
831,Zeeman,1,5103,5109,PERSON,2,Physics
832,9 October 1943,3,5118,5132,DATE,2,Physics
833,Amsterdam,1,5136,5145,GPE,2,Physics
834,Haarlem,1,5165,5172,GPE,2,Physics
835,Zeeman,1,5200,5206,PERSON,2,Physics
836,Nobel Prize for Physics,4,5261,5284,WORK_OF_ART,2,Physics
837,1902,1,5286,5290,DATE,2,Physics
838,Matteucci Medal,2,5292,5307,WORK_OF_ART,2,Physics
839,1912,1,5309,5313,DATE,2,Physics
840,Royal Society,2,5347,5360,ORG,2,Physics
841,ForMemRS,1,5362,5370,ORG,2,Physics
842,1921,1,5375,5379,DATE,2,Physics
843,Henry Draper Medal,3,5380,5398,WORK_OF_ART,2,Physics
844,the National Academy of Sciences,5,5404,5436,ORG,2,Physics
845,1921,1,5438,5442,DATE,2,Physics
846,Rumford Medal,2,5444,5457,WORK_OF_ART,2,Physics
847,1922,1,5459,5463,DATE,2,Physics
848,Franklin Medal,2,5465,5479,WORK_OF_ART,2,Physics
849,1925,1,5481,5485,DATE,2,Physics
850,Zeeman,1,5498,5504,PERSON,2,Physics
851,Moon,1,5512,5516,PERSON,2,Physics
852,Pieter Zeeman,2,5711,5724,PERSON,2,Physics
853,"Wikimedia Commons
Bertrand, Gabriel",3,5728,5763,ORG,2,Physics
854,20 December 1943,3,5765,5781,DATE,2,Physics
855,Comptes rendus hebdomadaires des séances de l'Académie,7,5799,5853,WORK_OF_ART,2,Physics
856,French,1,5871,5877,LANGUAGE,2,Physics
857,217,1,5880,5883,CARDINAL,2,Physics
858,Paris,1,5885,5890,GPE,2,Physics
859,625,1,5892,5895,CARDINAL,2,Physics
860,640,1,5896,5899,CARDINAL,2,Physics
861,Gallica,1,5914,5921,LOC,2,Physics
862,Gabriel Bertrand,2,5940,5956,PERSON,2,Physics
863,"December 20, 1943",3,5960,5977,DATE,2,Physics
864,the French Academy,3,5981,5999,ORG,2,Physics
865,Pieter Zeeman,2,6085,6098,PERSON,2,Physics
866,David Hilbert,2,6100,6113,PERSON,2,Physics
867,Georges Giraud,2,6118,6132,PERSON,2,Physics
868,Albert van Helden,3,6134,6151,PERSON,2,Physics
869,Pieter Zeeman,2,6152,6165,PERSON,2,Physics
870,1865,1,6166,6170,DATE,2,Physics
871,1943,1,6173,6177,DATE,2,Physics
872,K. van Berkel,3,6182,6195,PERSON,2,Physics
873,A. van Helden,3,6197,6210,PERSON,2,Physics
874,L. Palm,2,6215,6222,PERSON,2,Physics
875,Netherlands,1,6256,6267,GPE,2,Physics
876,Themes and Reference,3,6277,6297,WORK_OF_ART,2,Physics
877,Leiden: Brill,2,6299,6312,WORK_OF_ART,2,Physics
878,1999,1,6314,6318,DATE,2,Physics
879,606,1,6320,6323,CARDINAL,2,Physics
880,608,1,6326,6329,CARDINAL,2,Physics
881,the Nobel e-museum and Nobel Lecture,6,6344,6380,WORK_OF_ART,2,Physics
882,Pieter Zeeman,2,6382,6395,PERSON,2,Physics
883,"Nobelprize.org 
P.F.A. Klinkenberg, Zeeman, Pieter",5,6399,6449,ORG,2,Physics
884,1865-1943,1,6451,6460,DATE,2,Physics
885,Biografisch Woordenboek van Nederland,4,6466,6503,ORG,2,Physics
886,Pieter Zeeman,2,6518,6531,PERSON,2,Physics
887,1865,1,6533,6537,DATE,2,Physics
888,1943,1,6540,6544,DATE,2,Physics
889,Netherlands,1,6577,6588,GPE,2,Physics
890,Anne J. Kox,3,6590,6601,PERSON,2,Physics
891,"Wetenschappelijke feiten en postmoderne fictie in de wetenschapsgeschiedenis, Inaugural lecture",10,6603,6698,WORK_OF_ART,2,Physics
892,1999,1,6700,6704,DATE,2,Physics
893,Pim de Bie,3,6707,6717,PERSON,2,Physics
894,"Pieter Zeeman
Pieter Zeeman",3,6801,6828,PERSON,2,Physics
895,Bijzondere,1,6830,6840,GPE,2,Physics
896,Leiden,1,6852,6858,GPE,2,Physics
897,Antoine Henri Becquerel,3,0,23,PERSON,3,Physics
898,French,1,27,33,NORP,3,Physics
899,15 December 1852,3,71,87,DATE,3,Physics
900,25 August 1908,3,90,104,DATE,3,Physics
901,French,1,112,118,NORP,3,Physics
902,first,1,164,169,ORDINAL,3,Physics
903,Marie Skłodowska-Curie,2,242,264,PERSON,3,Physics
904,Pierre Curie,2,269,281,PERSON,3,Physics
905,1903,1,297,301,DATE,3,Physics
906,Nobel Prize in Physics,4,302,324,WORK_OF_ART,3,Physics
907,SI,1,330,332,ORG,3,Physics
908,Becquerel,1,446,455,PERSON,3,Physics
909,Paris,1,468,473,GPE,3,Physics
910,France,1,475,481,GPE,3,Physics
911,four,1,520,524,CARDINAL,3,Physics
912,Becquerel's,1,570,581,PERSON,3,Physics
913,Antoine César Becquerel,3,595,618,PERSON,3,Physics
914,Alexandre-Edmond Becquerel,2,629,655,PERSON,3,Physics
915,Jean Becquerel,2,667,681,PERSON,3,Physics
916,Henri,1,684,689,PERSON,3,Physics
917,Lycée Louis-le-Grand school,3,733,760,FAC,3,Physics
918,Paris,1,779,784,GPE,3,Physics
919,the École Polytechnique,3,812,835,FAC,3,Physics
920,the École des Ponts et Chaussées,6,840,872,FAC,3,Physics
921,Becquerel's,1,894,905,PERSON,3,Physics
922,third,1,934,939,ORDINAL,3,Physics
923,the Muséum National d'Histoire Naturelle,5,985,1025,FAC,3,Physics
924,1892,1,1029,1033,DATE,3,Physics
925,1894,1,1047,1051,DATE,3,Physics
926,Becquerel,1,1053,1062,PERSON,3,Physics
927,the Department of Bridges and Highways,6,1088,1126,ORG,3,Physics
928,Becquerel's,1,1173,1184,PERSON,3,Physics
929,Becquerel,1,1378,1387,PERSON,3,Physics
930,1895,1,1433,1437,DATE,3,Physics
931,the École Polytechnique,3,1474,1497,FAC,3,Physics
932,Becquerel's,1,1499,1510,PERSON,3,Physics
933,Becquerel,1,1626,1635,PERSON,3,Physics
934,one,1,1706,1709,CARDINAL,3,Physics
935,early 1896,2,1778,1788,DATE,3,Physics
936,Wilhelm Conrad Röntgen's,3,1831,1855,PERSON,3,Physics
937,5 January,2,1879,1888,DATE,3,Physics
938,Röntgen,1,1913,1920,PERSON,3,Physics
939,Crookes,1,1937,1944,PERSON,3,Physics
940,Becquerel,1,2081,2090,PERSON,3,Physics
941,Röntgen's,1,2102,2111,PERSON,3,Physics
942,the French Academy of Sciences,5,2142,2172,ORG,3,Physics
943,20 January,2,2176,2186,DATE,3,Physics
944,Henri Poincaré,2,2207,2221,PERSON,3,Physics
945,Röntgen's,1,2231,2240,ORG,3,Physics
946,43,1,2259,2261,CARDINAL,3,Physics
947,Becquerel,1,2264,2273,PERSON,3,Physics
948,Röntgen,1,2404,2411,PERSON,3,Physics
949,the first weeks of February,5,2637,2664,DATE,3,Physics
950,several hours,2,2849,2862,TIME,3,Physics
951,24 February,2,2926,2937,DATE,3,Physics
952,first,1,2954,2959,ORDINAL,3,Physics
953,the 26th and 27 February,5,2978,3002,DATE,3,Physics
954,Becquerel,1,3045,3054,PERSON,3,Physics
955,these days,2,3101,3111,DATE,3,Physics
956,1 March,2,3164,3171,DATE,3,Physics
957,William Crookes,2,3310,3325,PERSON,3,Physics
958,Becquerel's,1,3330,3341,PERSON,3,Physics
959,18 year old,3,3342,3353,DATE,3,Physics
960,Jean,1,3358,3362,PERSON,3,Physics
961,46,1,3389,3391,CARDINAL,3,Physics
962,May 1896,2,3396,3404,DATE,3,Physics
963,Marie Skłodowska-Curie,2,3856,3878,PERSON,3,Physics
964,Pierre Curie,2,3895,3907,PERSON,3,Physics
965,Becquerel,1,3956,3965,PERSON,3,Physics
966,seven,1,3977,3982,CARDINAL,3,Physics
967,1896,1,4008,4012,DATE,3,Physics
968,Becquerel's,1,4014,4025,PERSON,3,Physics
969,three,1,4350,4355,CARDINAL,3,Physics
970,nearly four decades earlier,4,4503,4530,DATE,3,Physics
971,1857,1,4534,4538,DATE,3,Physics
972,Abel Niépce de Saint-Victor,4,4545,4572,PERSON,3,Physics
973,Michel Eugène Chevreul,3,4614,4636,PERSON,3,Physics
974,1861,1,4729,4733,DATE,3,Physics
975,Niepce de Saint-Victor,3,4735,4757,ORG,3,Physics
976,Niepce de Saint-Victor,3,4839,4861,PERSON,3,Physics
977,Edmond Becquerel,2,4867,4883,PERSON,3,Physics
978,Henri Becquerel's,2,4885,4902,PERSON,3,Physics
